_unit_id,_created_at,_golden,_id,_missed,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,hedge,orig_hedge,hedge_gold,sentence,usage1,usage2
589156211,11/16/2014 00:02:37,true,1468739285,,11/16/2014 00:00:55,false,clixsense,1.0,16669322,ESP,51,Sevilla,95.123.246.250,yes,quien sabe,yes,"Pero quizá, en una novela posterior incluyó a Carlos Espa, <strong>quien sabe</strong>...",Quién sabe si esto funcione.,¿Quién sabe cómo resolver este problema?
589156212,11/11/2014 19:00:14,true,1463234757,true,11/11/2014 18:58:42,false,gifthunterclub,1.0,20614154,ESP,51,Fuengirola,92.59.203.139,no,reducido,yes,"uff pues de plano no, pero si nos referimos a cometer ese acto de infidelidad pues no es un mito... debe de haber hombres fieles, mas me imagino que en un numero muy muy <strong>reducido</strong>, digamos un 1% fiel contra un 99% infiel ?",El espacio para convivir es reducido.,Los fondos para el arte se han reducido.
589156212,11/11/2014 19:00:38,true,1463235364,true,11/11/2014 18:57:35,false,neodev,1.0,16354764,ESP,51,Fernán-núñez,83.38.36.195,no,reducido,yes,"uff pues de plano no, pero si nos referimos a cometer ese acto de infidelidad pues no es un mito... debe de haber hombres fieles, mas me imagino que en un numero muy muy <strong>reducido</strong>, digamos un 1% fiel contra un 99% infiel ?",El espacio para convivir es reducido.,Los fondos para el arte se han reducido.
589156212,11/11/2014 19:01:47,true,1463237052,,11/11/2014 18:58:42,false,gifthunterclub,1.0,29610072,USA,"","",66.85.148.52,yes,reducido,yes,"uff pues de plano no, pero si nos referimos a cometer ese acto de infidelidad pues no es un mito... debe de haber hombres fieles, mas me imagino que en un numero muy muy <strong>reducido</strong>, digamos un 1% fiel contra un 99% infiel ?",El espacio para convivir es reducido.,Los fondos para el arte se han reducido.
589156212,11/11/2014 19:04:58,true,1463241880,true,11/11/2014 18:58:52,false,tremorgames,1.0,16870076,ARG,01,Banfield,190.173.211.123,no,reducido,yes,"uff pues de plano no, pero si nos referimos a cometer ese acto de infidelidad pues no es un mito... debe de haber hombres fieles, mas me imagino que en un numero muy muy <strong>reducido</strong>, digamos un 1% fiel contra un 99% infiel ?",El espacio para convivir es reducido.,Los fondos para el arte se han reducido.
589156212,11/11/2014 19:37:47,true,1463285443,,11/11/2014 19:36:26,false,clixsense,1.0,18569114,ESP,51,Cadiz,84.122.22.184,yes,reducido,yes,"uff pues de plano no, pero si nos referimos a cometer ese acto de infidelidad pues no es un mito... debe de haber hombres fieles, mas me imagino que en un numero muy muy <strong>reducido</strong>, digamos un 1% fiel contra un 99% infiel ?",El espacio para convivir es reducido.,Los fondos para el arte se han reducido.
589156212,11/16/2014 00:05:27,true,1468741807,true,11/16/2014 00:02:11,false,clixsense,1.0,14529443,MEX,08,Colima,201.138.170.20,no,reducido,yes,"uff pues de plano no, pero si nos referimos a cometer ese acto de infidelidad pues no es un mito... debe de haber hombres fieles, mas me imagino que en un numero muy muy <strong>reducido</strong>, digamos un 1% fiel contra un 99% infiel ?",El espacio para convivir es reducido.,Los fondos para el arte se han reducido.
589156212,11/16/2014 00:08:45,true,1468744485,true,11/16/2014 00:06:38,false,clixsense,1.0,20525885,ESP,59,San Sebastian,89.129.34.152,no,reducido,yes,"uff pues de plano no, pero si nos referimos a cometer ese acto de infidelidad pues no es un mito... debe de haber hombres fieles, mas me imagino que en un numero muy muy <strong>reducido</strong>, digamos un 1% fiel contra un 99% infiel ?",El espacio para convivir es reducido.,Los fondos para el arte se han reducido.
589156213,11/11/2014 18:58:06,true,1463231788,,11/11/2014 18:56:21,false,clixsense,1.0,6591664,MEX,09,Mexico,189.217.25.145,yes,suena,yes,Suena bonito ¿no? pero lamentablemente solo <strong>suena</strong> bonito...ya que no es cierto.,Tu idea me suena bien.,Las bocinas suenan demasiado fuerte.
589156213,11/11/2014 19:00:09,true,1463234690,,11/11/2014 18:55:20,false,clixsense,1.0,8524411,MEX,09,Mexico,187.201.91.192,yes,suena,yes,Suena bonito ¿no? pero lamentablemente solo <strong>suena</strong> bonito...ya que no es cierto.,Tu idea me suena bien.,Las bocinas suenan demasiado fuerte.
589156213,11/11/2014 19:04:09,true,1463240795,,11/11/2014 19:01:41,false,clixsense,1.0,21464831,ARG,06,Corrientes,190.183.41.123,yes,suena,yes,Suena bonito ¿no? pero lamentablemente solo <strong>suena</strong> bonito...ya que no es cierto.,Tu idea me suena bien.,Las bocinas suenan demasiado fuerte.
589156213,11/11/2014 19:12:41,true,1463252296,,11/11/2014 19:06:39,false,clixsense,1.0,20367820,ESP,56,Barcelona,79.158.80.232,yes,suena,yes,Suena bonito ¿no? pero lamentablemente solo <strong>suena</strong> bonito...ya que no es cierto.,Tu idea me suena bien.,Las bocinas suenan demasiado fuerte.
589156213,11/11/2014 19:19:52,true,1463262216,,11/11/2014 19:18:03,false,neodev,1.0,11701575,ESP,54,Rielves,88.11.46.28,yes,suena,yes,Suena bonito ¿no? pero lamentablemente solo <strong>suena</strong> bonito...ya que no es cierto.,Tu idea me suena bien.,Las bocinas suenan demasiado fuerte.
589156213,11/11/2014 19:36:23,true,1463283652,,11/11/2014 19:35:07,false,clixsense,1.0,18569114,ESP,51,Cadiz,84.122.22.184,yes,suena,yes,Suena bonito ¿no? pero lamentablemente solo <strong>suena</strong> bonito...ya que no es cierto.,Tu idea me suena bien.,Las bocinas suenan demasiado fuerte.
589156213,11/11/2014 19:47:23,true,1463297495,,11/11/2014 19:44:51,false,neodev,1.0,15796987,VEN,"","",190.75.148.70,yes,suena,yes,Suena bonito ¿no? pero lamentablemente solo <strong>suena</strong> bonito...ya que no es cierto.,Tu idea me suena bien.,Las bocinas suenan demasiado fuerte.
589156213,11/11/2014 19:47:52,true,1463298061,,11/11/2014 19:42:03,false,clixsense,1.0,16246461,ESP,60,Alcoy,84.120.212.21,yes,suena,yes,Suena bonito ¿no? pero lamentablemente solo <strong>suena</strong> bonito...ya que no es cierto.,Tu idea me suena bien.,Las bocinas suenan demasiado fuerte.
589156213,11/11/2014 19:49:10,true,1463299777,,11/11/2014 19:47:47,false,clixsense,1.0,20525819,MEX,"","",189.215.167.11,yes,suena,yes,Suena bonito ¿no? pero lamentablemente solo <strong>suena</strong> bonito...ya que no es cierto.,Tu idea me suena bien.,Las bocinas suenan demasiado fuerte.
589156213,11/12/2014 02:29:36,true,1463716361,,11/12/2014 02:26:32,false,gifthunterclub,1.0,21110164,CHL,12,Santiago,186.79.4.18,yes,suena,yes,Suena bonito ¿no? pero lamentablemente solo <strong>suena</strong> bonito...ya que no es cierto.,Tu idea me suena bien.,Las bocinas suenan demasiado fuerte.
589156213,11/15/2014 23:35:16,true,1468715987,,11/15/2014 23:32:17,false,neodev,1.0,14386207,ARG,24,Tucuman,186.109.163.224,yes,suena,yes,Suena bonito ¿no? pero lamentablemente solo <strong>suena</strong> bonito...ya que no es cierto.,Tu idea me suena bien.,Las bocinas suenan demasiado fuerte.
589156213,11/16/2014 00:35:09,true,1468766577,,11/16/2014 00:34:01,false,gifthunterclub,1.0,20656882,ESP,60,Valencia,95.121.232.175,yes,suena,yes,Suena bonito ¿no? pero lamentablemente solo <strong>suena</strong> bonito...ya que no es cierto.,Tu idea me suena bien.,Las bocinas suenan demasiado fuerte.
589156214,11/11/2014 19:01:47,true,1463237062,,11/11/2014 18:59:07,false,clixsense,1.0,21754837,MEX,09,Mexico,189.242.224.63,yes,mas o menos,yes,Si tomas un carro de fiori esta <strong>mas o menos</strong> 40 soles (en fecha de no fiesta) y para fiestas patrias sube hasta 100 soles.,Me dijeron más o menos qué tengo que hacer.,Usa más o menos azúcar de acuerdo a tu gusto.
589156214,11/11/2014 19:03:11,true,1463239243,,11/11/2014 19:02:17,false,gifthunterclub,1.0,20614154,ESP,51,Fuengirola,92.59.203.139,yes,mas o menos,yes,Si tomas un carro de fiori esta <strong>mas o menos</strong> 40 soles (en fecha de no fiesta) y para fiestas patrias sube hasta 100 soles.,Me dijeron más o menos qué tengo que hacer.,Usa más o menos azúcar de acuerdo a tu gusto.
589156214,11/11/2014 19:13:40,true,1463253619,,11/11/2014 19:07:41,false,gifthunterclub,1.0,29610072,USA,"","",66.85.148.52,yes,mas o menos,yes,Si tomas un carro de fiori esta <strong>mas o menos</strong> 40 soles (en fecha de no fiesta) y para fiestas patrias sube hasta 100 soles.,Me dijeron más o menos qué tengo que hacer.,Usa más o menos azúcar de acuerdo a tu gusto.
589156214,11/11/2014 19:23:52,true,1463267220,true,11/11/2014 19:22:14,false,tremorgames,1.0,21385698,CHL,12,Santiago,181.43.75.196,no,mas o menos,yes,Si tomas un carro de fiori esta <strong>mas o menos</strong> 40 soles (en fecha de no fiesta) y para fiestas patrias sube hasta 100 soles.,Me dijeron más o menos qué tengo que hacer.,Usa más o menos azúcar de acuerdo a tu gusto.
589156214,11/11/2014 19:27:33,true,1463272430,true,11/11/2014 19:26:30,false,neodev,1.0,11701575,ESP,54,Rielves,88.11.46.28,no,mas o menos,yes,Si tomas un carro de fiori esta <strong>mas o menos</strong> 40 soles (en fecha de no fiesta) y para fiestas patrias sube hasta 100 soles.,Me dijeron más o menos qué tengo que hacer.,Usa más o menos azúcar de acuerdo a tu gusto.
589156214,11/11/2014 19:34:40,true,1463281372,,11/11/2014 19:34:02,false,gifthunterclub,1.0,21084096,ESP,"","",87.223.246.37,yes,mas o menos,yes,Si tomas un carro de fiori esta <strong>mas o menos</strong> 40 soles (en fecha de no fiesta) y para fiestas patrias sube hasta 100 soles.,Me dijeron más o menos qué tengo que hacer.,Usa más o menos azúcar de acuerdo a tu gusto.
589156214,11/11/2014 19:39:54,true,1463287984,,11/11/2014 19:37:18,false,neodev,1.0,19529259,ESP,51,Beas,79.150.34.135,yes,mas o menos,yes,Si tomas un carro de fiori esta <strong>mas o menos</strong> 40 soles (en fecha de no fiesta) y para fiestas patrias sube hasta 100 soles.,Me dijeron más o menos qué tengo que hacer.,Usa más o menos azúcar de acuerdo a tu gusto.
589156214,11/11/2014 19:42:05,true,1463290687,true,11/11/2014 19:39:48,false,tremorgames,1.0,16592498,ESP,60,Elche,84.120.218.193,no,mas o menos,yes,Si tomas un carro de fiori esta <strong>mas o menos</strong> 40 soles (en fecha de no fiesta) y para fiestas patrias sube hasta 100 soles.,Me dijeron más o menos qué tengo que hacer.,Usa más o menos azúcar de acuerdo a tu gusto.
589156214,11/11/2014 19:49:10,true,1463299778,true,11/11/2014 19:47:47,false,clixsense,1.0,20525819,MEX,"","",189.215.167.11,no,mas o menos,yes,Si tomas un carro de fiori esta <strong>mas o menos</strong> 40 soles (en fecha de no fiesta) y para fiestas patrias sube hasta 100 soles.,Me dijeron más o menos qué tengo que hacer.,Usa más o menos azúcar de acuerdo a tu gusto.
589156214,11/15/2014 23:58:43,true,1468736281,,11/15/2014 23:53:21,false,neodev,1.0,21628557,MEX,09,Mexico,189.217.17.127,yes,mas o menos,yes,Si tomas un carro de fiori esta <strong>mas o menos</strong> 40 soles (en fecha de no fiesta) y para fiestas patrias sube hasta 100 soles.,Me dijeron más o menos qué tengo que hacer.,Usa más o menos azúcar de acuerdo a tu gusto.
589156214,11/16/2014 00:17:19,true,1468751779,true,11/16/2014 00:12:55,false,clixsense,1.0,14529443,MEX,08,Colima,201.138.170.20,no,mas o menos,yes,Si tomas un carro de fiori esta <strong>mas o menos</strong> 40 soles (en fecha de no fiesta) y para fiestas patrias sube hasta 100 soles.,Me dijeron más o menos qué tengo que hacer.,Usa más o menos azúcar de acuerdo a tu gusto.
589156215,11/11/2014 19:02:29,true,1463238082,true,11/11/2014 19:02:12,false,neodev,1.0,11701575,ESP,54,Rielves,88.11.46.28,yes,entiendo,no,"Pos yo  no se,  ni <strong>entiendo</strong> de qué se escandaliza usted, si el 16 de septiembre festejamos con bombo y platillos, con fuegos artificiales y con balas disparadas al cielo,  con intenciones hasta de matar al criador,   a un cura genocida que gritó que había que colgar a todos los gachupines que se encontraran en la Nueva España",Entiendo si no puedes asistir a mi fiesta.,Yo entiendo la tarea de matemáticas.
589156215,11/11/2014 19:14:58,true,1463255276,,11/11/2014 19:09:55,false,globalactioncash,1.0,12536629,ESP,60,Castellón,188.77.58.203,no,entiendo,no,"Pos yo  no se,  ni <strong>entiendo</strong> de qué se escandaliza usted, si el 16 de septiembre festejamos con bombo y platillos, con fuegos artificiales y con balas disparadas al cielo,  con intenciones hasta de matar al criador,   a un cura genocida que gritó que había que colgar a todos los gachupines que se encontraran en la Nueva España",Entiendo si no puedes asistir a mi fiesta.,Yo entiendo la tarea de matemáticas.
589156215,11/11/2014 19:16:52,true,1463258021,true,11/11/2014 19:12:44,false,clixsense,1.0,20367820,ESP,56,Barcelona,79.158.80.232,yes,entiendo,no,"Pos yo  no se,  ni <strong>entiendo</strong> de qué se escandaliza usted, si el 16 de septiembre festejamos con bombo y platillos, con fuegos artificiales y con balas disparadas al cielo,  con intenciones hasta de matar al criador,   a un cura genocida que gritó que había que colgar a todos los gachupines que se encontraran en la Nueva España",Entiendo si no puedes asistir a mi fiesta.,Yo entiendo la tarea de matemáticas.
589156215,11/11/2014 19:18:49,true,1463260752,true,11/11/2014 19:17:57,false,clixsense,1.0,21464831,ARG,06,Corrientes,190.183.41.123,yes,entiendo,no,"Pos yo  no se,  ni <strong>entiendo</strong> de qué se escandaliza usted, si el 16 de septiembre festejamos con bombo y platillos, con fuegos artificiales y con balas disparadas al cielo,  con intenciones hasta de matar al criador,   a un cura genocida que gritó que había que colgar a todos los gachupines que se encontraran en la Nueva España",Entiendo si no puedes asistir a mi fiesta.,Yo entiendo la tarea de matemáticas.
589156215,11/11/2014 19:25:53,true,1463270127,,11/11/2014 19:22:46,false,clixsense,1.0,16246461,ESP,60,Alcoy,84.120.212.21,no,entiendo,no,"Pos yo  no se,  ni <strong>entiendo</strong> de qué se escandaliza usted, si el 16 de septiembre festejamos con bombo y platillos, con fuegos artificiales y con balas disparadas al cielo,  con intenciones hasta de matar al criador,   a un cura genocida que gritó que había que colgar a todos los gachupines que se encontraran en la Nueva España",Entiendo si no puedes asistir a mi fiesta.,Yo entiendo la tarea de matemáticas.
589156215,11/12/2014 02:31:44,true,1463718951,true,11/12/2014 02:25:52,false,neodev,1.0,16966675,COL,"","",181.59.184.200,yes,entiendo,no,"Pos yo  no se,  ni <strong>entiendo</strong> de qué se escandaliza usted, si el 16 de septiembre festejamos con bombo y platillos, con fuegos artificiales y con balas disparadas al cielo,  con intenciones hasta de matar al criador,   a un cura genocida que gritó que había que colgar a todos los gachupines que se encontraran en la Nueva España",Entiendo si no puedes asistir a mi fiesta.,Yo entiendo la tarea de matemáticas.
589156215,11/15/2014 23:52:54,true,1468730811,true,11/15/2014 23:51:44,false,neodev,1.0,18768786,ARG,01,Necochea,200.89.154.130,yes,entiendo,no,"Pos yo  no se,  ni <strong>entiendo</strong> de qué se escandaliza usted, si el 16 de septiembre festejamos con bombo y platillos, con fuegos artificiales y con balas disparadas al cielo,  con intenciones hasta de matar al criador,   a un cura genocida que gritó que había que colgar a todos los gachupines que se encontraran en la Nueva España",Entiendo si no puedes asistir a mi fiesta.,Yo entiendo la tarea de matemáticas.
589156215,11/16/2014 01:19:31,true,1468804457,true,11/16/2014 01:16:59,false,clixsense,1.0,21716641,ESP,60,Santa Pola,80.103.0.240,yes,entiendo,no,"Pos yo  no se,  ni <strong>entiendo</strong> de qué se escandaliza usted, si el 16 de septiembre festejamos con bombo y platillos, con fuegos artificiales y con balas disparadas al cielo,  con intenciones hasta de matar al criador,   a un cura genocida que gritó que había que colgar a todos los gachupines que se encontraran en la Nueva España",Entiendo si no puedes asistir a mi fiesta.,Yo entiendo la tarea de matemáticas.
589156216,11/11/2014 19:01:47,true,1463237053,true,11/11/2014 18:58:42,false,gifthunterclub,1.0,29610072,USA,"","",66.85.148.52,yes,debe,no,"que todo tiene una causa, no podemos afirmar nada, la sociedad <strong>debe</strong> esperar",Debe de ser difícil para tu familia.,La casa debe construirse en dos semanas.
589156216,11/11/2014 19:15:49,true,1463256390,,11/11/2014 19:14:28,false,clixsense,1.0,21464831,ARG,06,Corrientes,190.183.41.123,no,debe,no,"que todo tiene una causa, no podemos afirmar nada, la sociedad <strong>debe</strong> esperar",Debe de ser difícil para tu familia.,La casa debe construirse en dos semanas.
589156216,11/12/2014 02:37:01,true,1463725208,,11/12/2014 02:32:34,false,gifthunterclub,1.0,21110164,CHL,12,Santiago,186.79.4.18,no,debe,no,"que todo tiene una causa, no podemos afirmar nada, la sociedad <strong>debe</strong> esperar",Debe de ser difícil para tu familia.,La casa debe construirse en dos semanas.
589156216,11/12/2014 03:02:58,true,1463754453,true,11/12/2014 02:41:11,false,neodev,1.0,12282435,ARG,01,Tigre,190.225.155.153,yes,debe,no,"que todo tiene una causa, no podemos afirmar nada, la sociedad <strong>debe</strong> esperar",Debe de ser difícil para tu familia.,La casa debe construirse en dos semanas.
589156216,11/15/2014 23:39:15,true,1468718691,true,11/15/2014 23:38:03,false,clixsense,1.0,18569114,ESP,51,Cadiz,84.122.22.184,yes,debe,no,"que todo tiene una causa, no podemos afirmar nada, la sociedad <strong>debe</strong> esperar",Debe de ser difícil para tu familia.,La casa debe construirse en dos semanas.
589156216,11/16/2014 00:28:35,true,1468761124,,11/16/2014 00:24:16,false,clixsense,1.0,14529443,MEX,08,Colima,201.138.170.20,no,debe,no,"que todo tiene una causa, no podemos afirmar nada, la sociedad <strong>debe</strong> esperar",Debe de ser difícil para tu familia.,La casa debe construirse en dos semanas.
589156216,11/16/2014 00:31:11,true,1468763195,,11/16/2014 00:23:02,false,neodev,1.0,21628557,MEX,09,Mexico,189.217.17.127,no,debe,no,"que todo tiene una causa, no podemos afirmar nada, la sociedad <strong>debe</strong> esperar",Debe de ser difícil para tu familia.,La casa debe construirse en dos semanas.
589156217,11/11/2014 18:57:55,true,1463231504,,11/11/2014 18:56:27,false,clixsense,1.0,9234567,ARG,15,Neuquen,181.168.141.152,yes,deberias,yes,"Creo que más allá de darte un tiempo con él, <strong>deberias</strong> pensar, muy seriamente si eso es lo que quieres.",Deberías considerar otra solución.,Tu deberías imaginar un mundo sin violencia.
589156217,11/11/2014 19:00:38,true,1463235366,true,11/11/2014 18:57:35,false,neodev,1.0,16354764,ESP,51,Fernán-núñez,83.38.36.195,no,deberias,yes,"Creo que más allá de darte un tiempo con él, <strong>deberias</strong> pensar, muy seriamente si eso es lo que quieres.",Deberías considerar otra solución.,Tu deberías imaginar un mundo sin violencia.
589156217,11/11/2014 19:34:06,true,1463280706,,11/11/2014 19:32:08,false,clixsense,1.0,19413376,ARG,01,Mar Del Plata,181.28.0.154,yes,deberias,yes,"Creo que más allá de darte un tiempo con él, <strong>deberias</strong> pensar, muy seriamente si eso es lo que quieres.",Deberías considerar otra solución.,Tu deberías imaginar un mundo sin violencia.
589156217,11/11/2014 19:47:35,true,1463297737,,11/11/2014 19:46:43,false,clixsense,1.0,21464831,ARG,06,Corrientes,190.183.41.123,yes,deberias,yes,"Creo que más allá de darte un tiempo con él, <strong>deberias</strong> pensar, muy seriamente si eso es lo que quieres.",Deberías considerar otra solución.,Tu deberías imaginar un mundo sin violencia.
589156217,11/12/2014 02:31:24,true,1463718524,,11/12/2014 02:08:13,false,neodev,1.0,13396426,VEN,"","",190.202.217.153,yes,deberias,yes,"Creo que más allá de darte un tiempo con él, <strong>deberias</strong> pensar, muy seriamente si eso es lo que quieres.",Deberías considerar otra solución.,Tu deberías imaginar un mundo sin violencia.
589156217,11/12/2014 02:37:56,true,1463726366,,11/12/2014 02:34:21,false,neodev,1.0,11038617,MEX,09,Mexico,189.144.42.184,yes,deberias,yes,"Creo que más allá de darte un tiempo con él, <strong>deberias</strong> pensar, muy seriamente si eso es lo que quieres.",Deberías considerar otra solución.,Tu deberías imaginar un mundo sin violencia.
589156217,11/15/2014 23:35:35,true,1468716249,,11/15/2014 23:34:47,false,clixsense,1.0,18569114,ESP,51,Cadiz,84.122.22.184,yes,deberias,yes,"Creo que más allá de darte un tiempo con él, <strong>deberias</strong> pensar, muy seriamente si eso es lo que quieres.",Deberías considerar otra solución.,Tu deberías imaginar un mundo sin violencia.
589156217,11/16/2014 00:35:05,true,1468766507,,11/16/2014 00:33:50,false,clixsense,1.0,14529443,MEX,08,Colima,201.138.170.20,yes,deberias,yes,"Creo que más allá de darte un tiempo con él, <strong>deberias</strong> pensar, muy seriamente si eso es lo que quieres.",Deberías considerar otra solución.,Tu deberías imaginar un mundo sin violencia.
589156218,11/11/2014 19:22:59,true,1463266121,,11/11/2014 19:21:51,false,clixsense,1.0,21464831,ARG,06,Corrientes,190.183.41.123,yes,considero,yes,<strong>considero</strong> que ya lo he explicado y como digo lo sigo viendo absurdo.,Yo considero que sería mejor esperar.,Considero a Manuel como mi mejor amigo.
589156218,11/11/2014 19:24:14,true,1463267712,,11/11/2014 19:22:31,false,clixsense,1.0,20841624,PER,15,Lima,200.121.81.205,yes,considero,yes,<strong>considero</strong> que ya lo he explicado y como digo lo sigo viendo absurdo.,Yo considero que sería mejor esperar.,Considero a Manuel como mi mejor amigo.
589156218,11/11/2014 19:54:50,true,1463307472,,11/11/2014 19:47:54,false,clixsense,1.0,16246461,ESP,60,Alcoy,84.120.212.21,yes,considero,yes,<strong>considero</strong> que ya lo he explicado y como digo lo sigo viendo absurdo.,Yo considero que sería mejor esperar.,Considero a Manuel como mi mejor amigo.
589156218,11/12/2014 02:39:57,true,1463729036,,11/12/2014 02:38:37,false,clixsense,1.0,10199994,ESP,52,Zaragoza,90.165.114.223,yes,considero,yes,<strong>considero</strong> que ya lo he explicado y como digo lo sigo viendo absurdo.,Yo considero que sería mejor esperar.,Considero a Manuel como mi mejor amigo.
589156218,11/12/2014 03:02:58,true,1463754449,,11/12/2014 02:41:11,false,neodev,1.0,12282435,ARG,01,Tigre,190.225.155.153,yes,considero,yes,<strong>considero</strong> que ya lo he explicado y como digo lo sigo viendo absurdo.,Yo considero que sería mejor esperar.,Considero a Manuel como mi mejor amigo.
589156218,11/16/2014 00:09:19,true,1468744970,,11/16/2014 00:04:52,false,clixsense,1.0,16669322,ESP,51,Sevilla,95.123.246.250,yes,considero,yes,<strong>considero</strong> que ya lo he explicado y como digo lo sigo viendo absurdo.,Yo considero que sería mejor esperar.,Considero a Manuel como mi mejor amigo.
589156218,11/16/2014 00:19:58,true,1468753918,,11/16/2014 00:18:33,false,neodev,1.0,22012352,VEN,25,Caracas,181.183.235.82,yes,considero,yes,<strong>considero</strong> que ya lo he explicado y como digo lo sigo viendo absurdo.,Yo considero que sería mejor esperar.,Considero a Manuel como mi mejor amigo.
589156218,11/16/2014 01:16:14,true,1468801669,,11/16/2014 01:14:49,false,clixsense,1.0,21716641,ESP,60,Santa Pola,80.103.0.240,yes,considero,yes,<strong>considero</strong> que ya lo he explicado y como digo lo sigo viendo absurdo.,Yo considero que sería mejor esperar.,Considero a Manuel como mi mejor amigo.
589156219,11/11/2014 19:17:25,true,1463258788,true,11/11/2014 19:16:16,false,gifthunterclub,1.0,20614154,ESP,51,Fuengirola,92.59.203.139,no,casi,yes,"Una vez dada la alerta sobre el tiroteo, otras escuelas cercanas, así como el Colegio Comunitario Arapahoe y varios centros comerciales permanecieron cerrados durante <strong>casi</strong> dos horas, hasta que el alguacil Robinson indicó que ya había pasado el peligro.",Ya casi no hay librerías en el pueblo.,Casi llego tarde a la junta.
589156219,11/11/2014 19:33:41,true,1463280164,true,11/11/2014 19:30:48,false,neodev,1.0,11701575,ESP,54,Rielves,88.11.46.28,no,casi,yes,"Una vez dada la alerta sobre el tiroteo, otras escuelas cercanas, así como el Colegio Comunitario Arapahoe y varios centros comerciales permanecieron cerrados durante <strong>casi</strong> dos horas, hasta que el alguacil Robinson indicó que ya había pasado el peligro.",Ya casi no hay librerías en el pueblo.,Casi llego tarde a la junta.
